Anise, Chocolate,
Apricot, Chocolate, 
Avocado, Chocolate,
Banana, Chocolate, 
Beet, Chocolate,
Black Pudding, Chocolate,
Cauliflower, Chocolate,
Cherry, Chocolate, 
Cinnamon, Chocolate,
Coffee, Chocolate
Fig, Chocolate, 
Ginger, Chocolate, 
Goat Cheese, Chocolate,
Lemon, Chocolate, 
Mint, Chocolate, 
Orange, Chocolate, 
Pineapple, Chocolate, 
Rose, Chocolate, 
Rosemary, Chocolate, 
Thyme, Chocolate, 
Vanilla, Chocolate, 
Watermelon, Chocolate, 
White Chocolate, Chocolate, 
Avocado, Coffee,
Banana, Coffee, 
Clove, Coffee, 
Coriander Seed, Coffee, 
Goat Cheese, Coffee,
Vanilla, Coffee, 
White Chocolate, Coffee, 
Banana, Peanut, 
Black Currant, Peanut, 
Celery, Peanut,
Chili, Peanut,
Chocolate, Peanut
Cilantro, Peanut,
Grape, Peanut, 
Mint, Peanut, 
Pork, Peanut,
Potato, Peanut,
Almond, Chicken, 
Anise, Chicken,
Bacon, Chicken,
Banana, Chicken, 
Basil, Chicken,
Blue Cheese, Chicken,
Cabbage, Chicken,
Celery, Chicken,
Chestnut, Chicken, 
Coconut, Chicken, 
Egg, Chicken,
Garlic, Chicken,
Grape, Chicken, 
Hazelnut, Chicken, 
Lemon, Chicken, 
Oyster, Chicken,
Pea, Chicken,
Peanut, Chicken
Saffron, Chicken,
Shellfish, Chicken,
Truffle, Chicken,
Watercress, Chicken,
Apple, Pork, 
Apricot, Pork, 
Beet, Pork,
Black Pudding, Pork,
Butternut Squash, Pork, 
Cabbage, Pork,
Chestnut, Pork, 
Chili, Pork,
Cinnamon, Pork,
Clove, Pork, 
Coriander Seed, Pork, 
Cucumber, Pork,
Dill, Pork,
Ginger, Pork, 
Globe Artichoke, Pork,
Grape, Pork, 
Juniper, Pork, 
Mushroom, Pork,
Onion, Pork,
Oyster, Pork,
Parsnip, Pork, 
Pea, Pork,
Pear, Pork, 
Pineapple, Pork, 
Rosemary, Pork, 
Sage, Pork, 
Shellfish, Pork,
Thyme, Pork, 
Truffle, Pork,
Watercress, Pork,
Watermelon, Pork, 
Apple, Black Pudding, 
Beef, Liver,
Black Pudding, Liver,
Fig, Liver, 
Sage, Liver, 
Truffle, Liver,
Anchovy, Beef,
Anise, Beef,
Bell Pepper, Beef,
Blackberry, Beef, 
Blue Cheese, Beef,
Broccoli, Beef,
Cabbage, Beef,
Celery, Beef,
Clove, Beef, 
Coffee, Beef
Dill, Beef,
Ginger, Beef, 
Hard Cheese, Beef,
Lemon, Beef, 
Lime, Beef, 
Mint, Beef, 
Olive, Beef,
Orange, Beef, 
Oyster, Beef,
Parsnip, Beef, 
Pea, Beef,
Peanut, Beef
Pork, Beef,
Potato, Beef,
Shellfish, Beef,
Thyme, Beef, 
Watercress, Beef,
Black Pudding, Lamb,
Caper, Lamb,
Cardamom, Lamb, 
Celery, Lamb,
Chestnut, Lamb, 
Cilantro, Lamb,
Cinnamon, Lamb,
Dill, Lamb,
Garlic, Lamb,
Globe Artichoke, Lamb,
Lemon, Lamb, 
Nutmeg, Lamb, 
Onion, Lamb,
Peanut, Lamb
Potato, Lamb,
Rhubarb, Lamb, 
Rosemary, Lamb, 
Shellfish, Lamb,
Thyme, Lamb, 
Tomato, Lamb, 
Anise, Goat Cheese,
Basil, Goat Cheese,
Beet, Goat Cheese,
Butternut Squash, Goat Cheese, 
Cherry, Goat Cheese, 
Coriander Seed, Goat Cheese, 
Cucumber, Goat Cheese,
Fig, Goat Cheese, 
Lamb, Goat Cheese,
Lemon, Goat Cheese, 
Mushroom, Goat Cheese,
Olive, Goat Cheese,
Thyme, Goat Cheese, 
Watercress, Goat Cheese,
Cumin, Washed-rind Cheese,
Potato, Washed-rind Cheese,
Bacon, Blue Cheese,
Blueberry, Blue Cheese, 
Celery, Blue Cheese,
Grape, Blue Cheese, 
Mushroom, Blue Cheese,
Watercress, Blue Cheese,
Anchovy, Hard Cheese,
Apple, Hard Cheese, 
Apricot, Hard Cheese, 
Bacon, Hard Cheese,
Cauliflower, Hard Cheese,
Chicken, Hard Cheese
Juniper, Hard Cheese, 
Mushroom, Hard Cheese,
Nutmeg, Hard Cheese, 
Orange, Hard Cheese, 
Pea, Hard Cheese,
Pear, Hard Cheese, 
Shellfish, Hard Cheese,
Walnut, Hard Cheese, 
White Fish, Hard Cheese,
Caper, Soft Cheese,
Caviar, Soft Cheese,
Cinnamon, Soft Cheese,
Eggplant, Soft Cheese,
Strawberry, Soft Cheese, 
Asparagus, Mushroom,
Beef, Mushroom,
Blueberry, Mushroom, 
Chicken, Mushroom,
Oyster, Mushroom,
Potato, Mushroom,
Rosemary, Mushroom, 
Soft Cheese, Mushroom,
Lamb, Eggplant,
Prosciutto, Eggplant,
Tomato, Eggplant, 
Walnut, Eggplant, 
Carrot, Cumin, 
Cilantro, Cumin,
Egg, Cumin,
Lamb, Cumin,
Lime, Cumin, 
Mango, Cumin, 
Pork, Cumin,
Shellfish, Cumin,
Apple, Beet, 
Beef, Beet,
Caper, Beet,
Cumin, Beet,
Egg, Beet,
Horseradish, Beet,
Liver, Beet,
Onion, Beet,
Orange, Beet, 
Potato, Beet,
Walnut, Beet, 
Anchovy, Potato,
Asparagus, Potato,
Black Pudding, Potato,
Caper, Potato,
Cauliflower, Potato,
Celery, Potato,
Chicken, Potato,
Cilantro, Potato,
Cumin, Potato,
Dill, Potato,
Globe Artichoke, Potato,
Hard Cheese, Potato,
Horseradish, Potato,
Lemon, Potato, 
Mint, Potato, 
Oily Fish, Potato,
Olive, Potato,
Parsley, Potato,
Parsnip, Potato, 
Pork, Potato,
Saffron, Potato,
Smoked Fish, Potato,
Watercress, Potato,
White Fish, Potato,
Carrot, Celery, 
Chestnut, Celery, 
Egg, Celery,
Nutmeg, Celery, 
Onion, Celery,
Oyster, Celery,
Pork, Celery,
Prosciutto, Celery,
Soft Cheese, Celery,
Truffle, Celery,
Walnut, Celery, 
White Fish, Celery,
Anchovy, Watercress,
Beet, Watercress,
Grapefruit, Watercress, 
Orange, Watercress, 
Parsnip, Watercress, 
Beef, Caper,
Cauliflower, Caper,
Goat Cheese, Caper,
Olive, Caper,
Parsley, Caper,
Tomato, Caper, 
Apple, Horseradish, 
Beef, Horseradish,
Celery, Horseradish,
Pea, Horseradish,
Smoked Fish, Horseradish,
Tomato and Horseradish, 
Bacon, Onion,
Beef, Onion,
Black Pudding, Onion,
Cabbage, Onion,
Carrot, Onion, 
Chicken, Onion,
Egg, Onion,
Garlic, Onion,
Hard Cheese, Onion,
Liver, Onion,
Mushroom, Onion,
Oily Fish, Onion,
Oyster, Onion,
Pea, Onion,
Potato, Onion,
Rosemary, Onion, 
Thyme, Onion, 
Tomato, Onion, 
Anchovy, Garlic,
Beef, Garlic,
Broccoli, Garlic,
Cabbage, Garlic,
Cauliflower, Garlic,
Chili, Garlic,
Cilantro, Garlic,
Coriander Seed, Garlic, 
Eggplant, Garlic,
Goat Cheese, Garlic,
Hazelnut, Garlic, 
Liver, Garlic,
Mint, Garlic, 
Mushroom, Garlic,
Oily Fish, Garlic,
Olive, Garlic,
Parsley, Garlic,
Pork, Garlic,
Potato, Garlic,
Shellfish, Garlic,
Soft Cheese, Garlic,
Tomato, Garlic, 
Truffle, Garlic,
Walnut, Garlic, 
Washed-rind Cheese, Garlic,
Asparagus, Truffle,
Beef, Truffle,
Blue Cheese, Truffle,
Cauliflower, Truffle,
Globe Artichoke, Truffle,
Mushroom, Truffle,
Potato, Truffle,
Soft Cheese, Truffle,
Apple, Cabbage, 
Blue Cheese, Cabbage,
Carrot, Cabbage, 
Chestnut, Cabbage, 
Chili, Cabbage,
Egg, Cabbage,
Ginger, Cabbage, 
Juniper, Cabbage, 
Lamb, Cabbage,
Nutmeg, Cabbage, 
Potato, Cabbage,
Smoked Fish, Cabbage,
Truffle, Cabbage,
Beef, Rutabaga,
Lamb, Rutabaga,
Pork, Rutabaga,
Potato, Rutabaga,
Anchovy, Cauliflower,
Broccoli, Cauliflower,
Caviar, Cauliflower,
Cumin, Cauliflower,
Saffron, Cauliflower,
Anchovy, Broccoli,
Blue Cheese, Broccoli,
Hard Cheese, Broccoli,
Peanut, Broccoli
Pork, Broccoli,
Walnut, Broccoli, 
Hard Cheese, Globe Artichoke,
Pea, Globe Artichoke,
Prosciutto, Globe Artichoke,
Almond, Asparagus, 
Egg, Asparagus,
Hard Cheese, Asparagus,
Lemon, Asparagus, 
Oily Fish, Asparagus,
Orange, Asparagus, 
Pea, Asparagus,
Prosciutto, Asparagus,
Shellfish, Asparagus,
White Fish, Asparagus,
Anise, Egg,
Bacon, Egg,
Basil, Egg,
Beef, Egg,
Bell Pepper, Egg,
Black Pudding, Egg,
Caviar, Egg,
Chili, Egg,
Ginger, Egg, 
Mushroom, Egg,
Oily Fish, Egg,
Oyster, Egg,
Parsley, Egg,
Pork, Egg,
Potato, Egg,
Sage, Egg, 
Smoked Fish, Egg,
Truffle, Egg,
Watercress, Egg,
Apple, Shellfish, 
Avocado, Shellfish,
Bacon, Shellfish,
Black Pudding, Shellfish,
Butternut Squash, Shellfish, 
Cabbage, Shellfish,
Caper, Shellfish,
Cauliflower, Shellfish,
Celery, Shellfish,
Cucumber, Shellfish,
Dill, Shellfish,
Egg, Shellfish,
Globe Artichoke, Shellfish,
Grapefruit, Shellfish, 
Mango, Shellfish, 
Mushroom, Shellfish,
Nutmeg, Shellfish, 
Oily Fish, Shellfish,
Olive, Shellfish,
Parsnip, Shellfish, 
Peanut, Shellfish
Potato, Shellfish,
Saffron, Shellfish,
Thyme, Shellfish, 
Tomato, Shellfish, 
Truffle, Shellfish,
Vanilla, Shellfish, 
Walnut, Shellfish, 
Watercress, Shellfish,
Anise, White Fish,
Caper, White Fish,
Cilantro, White Fish,
Coconut, White Fish, 
Cucumber, White Fish,
Garlic, White Fish,
Ginger, White Fish, 
Hazelnut, White Fish, 
Horseradish, White Fish,
Lime, White Fish, 
Mushroom, White Fish,
Orange, White Fish, 
Parsley, White Fish,
Pea, White Fish,
Prosciutto, White Fish,
Shellfish, White Fish,
Anise, Oyster,
Caviar, Oyster,
Globe Artichoke, Oyster,
Horseradish, Oyster,
Nutmeg, Oyster, 
Watermelon, Oyster, 
Chicken, Caviar
Hazelnut, Caviar, 
Potato, Caviar,
Smoked Fish, Caviar,
Almond, Oily Fish, 
Beef, Oily Fish,
Beet, Oily Fish,
Caper, Oily Fish,
Cumin, Oily Fish,
Ginger, Oily Fish, 
Horseradish, Oily Fish,
Liver, Oily Fish,
Mushroom, Oily Fish,
Parsley, Oily Fish,
Pea, Oily Fish,
Pork, Oily Fish,
Rhubarb, Oily Fish, 
Rosemary, Oily Fish, 
Watercress, Oily Fish,
Beet, Anchovy,
Caper, Anchovy,
Chili, Anchovy,
Coconut, Anchovy, 
Egg, Anchovy,
Lamb, Anchovy,
Lime, Anchovy, 
Onion, Anchovy,
Pineapple, Anchovy, 
Soft Cheese, Anchovy,
White Fish, Anchovy,
Caper, Smoked Fish,
Cherry, Smoked Fish, 
Onion, Smoked Fish,
Shellfish, Smoked Fish,
Soft Cheese, Smoked Fish,
Watercress, Smoked Fish,
Avocado, Bacon,
Banana, Bacon, 
Beef, Bacon,
Bell Pepper, Bacon,
Black Pudding, Bacon,
Broccoli, Bacon,
Butternut Squash, Bacon, 
Cabbage, Bacon,
Cardamom, Bacon, 
Chili, Bacon,
Chocolate, Bacon
Globe Artichoke, Bacon,
Horseradish, Bacon,
Liver, Bacon,
Mushroom, Bacon,
Orange, Bacon, 
Oyster, Bacon,
Parsley, Bacon,
Pork, Bacon,
Potato, Bacon,
Sage, Bacon, 
Tomato, Bacon, 
Truffle, Bacon,
Washed-rind Cheese, Bacon,
White Fish, Bacon,
Egg, Prosciutto,
Pear, Prosciutto, 
Sage, Prosciutto, 
Anchovy, Olive,
Bell Pepper, Olive,
Carrot, Olive, 
Chili, Olive,
Juniper, Olive, 
Lemon, Olive, 
Orange, Olive, 
Prosciutto, Olive,
Thyme, Olive, 
White Fish, Olive,
Cardamom, Saffron, 
Lamb, Saffron,
Lemon, Saffron, 
Orange, Saffron, 
Rhubarb, Saffron, 
Rose, Saffron, 
White Chocolate, Saffron, 
White Fish, Saffron,
Asparagus, Anise,
Bacon, Anise,
Banana, Anise, 
Basil, Anise,
Black Currant, Anise, 
Carrot, Anise, 
Chili, Anise,
Cinnamon, Anise,
Cucumber, Anise,
Fig, Anise, 
Hard Cheese, Anise,
Lamb, Anise,
Melon, Anise, 
Mushroom, Anise,
Oily Fish, Anise,
Olive, Anise,
Parsnip, Anise, 
Pea, Anise,
Pear, Anise, 
Pork, Anise,
Rutabaga, Anise,
Saffron, Anise,
Shellfish, Anise,
Tomato, Anise, 
Walnut, Anise, 
Washed-rind Cheese, Anise,
Avocado, Cucumber,
Caper, Cucumber,
Cumin, Cucumber,
Garlic, Cucumber,
Melon, Cucumber, 
Oily Fish, Cucumber,
Onion, Cucumber,
Peanut, Cucumber
Rhubarb, Cucumber, 
Strawberry, Cucumber, 
Tomato, Cucumber, 
Watermelon, Cucumber, 
Beet, Dill,
Cucumber, Dill,
Egg, Dill,
Lemon, Dill, 
Mushroom, Dill,
Oily Fish, Dill,
Smoked Fish, Dill,
White Fish, Dill,
Beef, Parsley,
Carrot, Parsley, 
Cilantro, Parsley,
Lemon, Parsley, 
Mushroom, Parsley,
Oyster, Parsley,
Shellfish, Parsley,
Smoked Fish, Parsley,
Walnut, Parsley, 
Chicken, Cilantro
Chili, Cilantro,
Coriander Seed, Cilantro, 
Goat Cheese, Cilantro,
Lemon, Cilantro, 
Mango, Cilantro, 
Mint, Cilantro, 
Pineapple, Cilantro, 
Pork, Cilantro,
Shellfish, Cilantro,
Watermelon, Cilantro, 
Blue Cheese, Avocado,
Chicken, Avocado
Cilantro, Avocado,
Dill, Avocado,
Grape, Avocado, 
Grapefruit, Avocado, 
Nutmeg, Avocado, 
Oily Fish, Avocado,
Pineapple, Avocado, 
Strawberry, Avocado, 
Bacon, Pea,
Dill, Pea,
Egg, Pea,
Lamb, Pea,
Mint, Pea, 
Parsnip, Pea, 
Potato, Pea,
Prosciutto, Pea,
Shellfish, Pea,
Smoked Fish, Pea,
Chicken, Bell Pepper
Chili, Bell Pepper,
Eggplant, Bell Pepper,
Onion, Bell Pepper,
Shellfish, Bell Pepper,
Soft Cheese, Bell Pepper,
Tomato, Bell Pepper, 
Avocado, Chili,
Beef, Chili,
Broccoli, Chili,
Butternut Squash, Chili, 
Cauliflower, Chili,
Chicken, Chili
Chocolate, Chili
Eggplant, Chili,
Ginger, Chili, 
Goat Cheese, Chili,
Hard Cheese, Chili,
Lime, Chili, 
Liver, Chili,
Mango, Chili, 
Oily Fish, Chili,
Orange, Chili, 
Oyster, Chili,
Pineapple, Chili, 
Potato, Chili,
Shellfish, Chili,
Walnut, Chili, 
Watermelon, Chili, 
Garlic, Basil,
Hard Cheese, Basil,
Lemon, Basil, 
Lime, Basil, 
Raspberry, Basil, 
Shellfish, Basil,
Almond, Cinnamon, 
Apple, Cinnamon, 
Banana, Cinnamon, 
Beef, Cinnamon,
Blueberry, Cinnamon, 
Cardamom, Cinnamon, 
Coffee, Cinnamon
Ginger, Cinnamon, 
Lime, Cinnamon, 
Peanut, Cinnamon
Pear, Cinnamon, 
Pineapple, Cinnamon, 
Strawberry, Cinnamon, 
Walnut, Cinnamon, 
Watermelon, Cinnamon, 
Apple, Clove, 
Bacon, Clove,
Basil, Clove,
Cinnamon, Clove,
Hard Cheese, Clove,
Onion, Clove,
Orange, Clove, 
Tomato, Clove, 
Vanilla, Clove, 
Cauliflower, Nutmeg,
Chocolate, Nutmeg
Egg, Nutmeg,
Eggplant, Nutmeg,
Onion, Nutmeg,
Potato, Nutmeg,
Rutabaga, Nutmeg,
Saffron, Nutmeg,
Vanilla, Nutmeg, 
Bacon, Parsnip,
Chicken, Parsnip,
Hard Cheese, Parsnip,
Nutmeg, Parsnip, 
Walnut, Parsnip, 
White Fish, Parsnip,
Beef, Carrot,
Cinnamon, Carrot,
Cucumber, Carrot,
Hazelnut, Carrot, 
Peanut, Carrot
Rutabaga, Carrot,
Blue Cheese, Butternut Squash,
Cinnamon, Butternut Squash,
Ginger, Butternut Squash, 
Lime, Butternut Squash, 
Mushroom, Butternut Squash,
Nutmeg, Butternut Squash, 
Sage, Butternut Squash, 
Butternut Squash, Chestnut, 
Chocolate, Chestnut
Mushroom, Chestnut,
Prosciutto, Chestnut,
Apple, Walnut, 
Basil, Walnut,
Beef, Walnut,
Blue Cheese, Walnut,
Carrot, Walnut, 
Cauliflower, Walnut,
Cherry, Walnut, 
Chicken, Walnut,
Chocolate, Walnut
Coffee, Walnut
Fig, Walnut, 
Goat Cheese, Walnut,
Grape, Walnut, 
Mushroom, Walnut,
Nutmeg, Walnut, 
Orange, Walnut, 
Pear, Walnut, 
Soft Cheese, Walnut,
Washed-rind Cheese, Walnut,
Watercress, Walnut,
Apple, Hazelnut, 
Avocado, Hazelnut,
Cherry, Hazelnut, 
Chocolate, Hazelnut
Coffee, Hazelnut
Raspberry, Hazelnut, 
Strawberry, Hazelnut, 
Anise, Almond,
Apple, Almond, 
Banana, Almond, 
Black Currant, Almond, 
Butternut Squash, Almond, 
Cardamom, Almond, 
Cauliflower, Almond,
Cherry, Almond, 
Chili, Almond,
Chocolate, Almond
Coffee, Almond
Fig, Almond, 
Garlic, Almond,
Grape, Almond, 
Hard Cheese, Almond,
Hazelnut, Almond, 
Lamb, Almond,
Olive, Almond,
Orange, Almond, 
Pear, Almond, 
Raspberry, Almond, 
Rhubarb, Almond, 
Saffron, Almond,
Shellfish, Almond,
Strawberry, Almond, 
White Chocolate, Almond, 
Banana, Cherry, 
Cinnamon, Cherry,
Coconut, Cherry, 
Coffee, Cherry
Lamb, Cherry,
Peach, Cherry, 
Goat Cheese, Watermelon,
Mint, Watermelon, 
Rosemary, Watermelon, 
Anise, Grape,
Hard Cheese, Grape,
Melon, Grape, 
Peach, Grape, 
Soft Cheese, Grape,
White Fish, Grape,
Anise, Rhubarb,
Black Pudding, Rhubarb,
Ginger, Rhubarb, 
Orange, Rhubarb, 
Pork, Rhubarb,
Rosemary, Rhubarb, 
Anchovy, Tomato,
Avocado, Tomato,
Basil, Tomato,
Beef, Tomato,
Chicken, Tomato,
Chili, Tomato,
Chocolate, Tomato
Cilantro, Tomato,
Cinnamon, Tomato,
Egg, Tomato,
Ginger, Tomato, 
Hard Cheese, Tomato,
Lime, Tomato, 
Mushroom, Tomato,
Nutmeg, Tomato, 
Olive, Tomato,
Peanut, Tomato
Pork, Tomato,
Potato, Tomato,
Prosciutto, Tomato,
Sage, Tomato, 
Soft Cheese, Tomato,
Thyme, Tomato, 
Vanilla, Tomato, 
Watermelon, Tomato, 
White Fish, Tomato,
Anise, Strawberry,
Chocolate, Strawberry
Grape, Strawberry, 
Melon, Strawberry, 
Orange, Strawberry, 
Peach, Strawberry, 
Pineapple, Strawberry, 
Rhubarb, Strawberry, 
Tomato, Strawberry, 
Anise, Pineapple,
Bacon, Pineapple,
Blue Cheese, Pineapple,
Coconut, Pineapple, 
Grape, Pineapple, 
Hard Cheese, Pineapple,
Mango, Pineapple, 
Orange, Pineapple, 
Prosciutto, Pineapple,
Raspberry, Pineapple, 
Shellfish, Pineapple,
White Chocolate, Pineapple, 
Anise, Apple,
Bacon, Apple,
Butternut Squash, Apple, 
Carrot, Apple, 
Celery, Apple,
Coriander Seed, Apple, 
Liver, Apple,
Mango, Apple, 
Nutmeg, Apple, 
Peanut, Apple
Pineapple, Apple, 
Rose, Apple, 
Sage, Apple, 
Soft Cheese, Apple,
Vanilla, Apple, 
Washed-rind Cheese, Apple,
Apple, Pear, 
Beef, Pear,
Blue Cheese, Pear,
Chestnut, Pear, 
Chicken, Pear,
Chocolate, Pear
Goat Cheese, Pear,
Hazelnut, Pear, 
Washed-rind Cheese, Pear,
Cardamom, Banana, 
Caviar, Banana,
Coconut, Banana, 
Egg, Banana,
Hard Cheese, Banana,
Hazelnut, Banana, 
Parsnip, Banana, 
Pear, Banana, 
Pineapple, Banana, 
Walnut, Banana, 
Almond, Melon, 
Prosciutto, Melon,
Watermelon, Melon, 
Almond, Apricot, 
Cardamom, Apricot, 
Cinnamon, Apricot,
Cumin, Apricot,
Goat Cheese, Apricot,
Lamb, Apricot,
Mango, Apricot, 
Mushroom, Apricot,
Raspberry, Apricot, 
Rosemary, Apricot, 
Almond, Peach, 
Apricot, Peach, 
Blue Cheese, Peach,
Clove, Peach, 
Mango, Peach, 
Prosciutto, Peach,
Raspberry, Peach, 
Almond, Coconut, 
Anise, Coconut,
Basil, Coconut,
Beef, Coconut,
Carrot, Coconut, 
Chili, Coconut,
Chocolate, Coconut
Cilantro, Coconut,
Dill, Coconut,
Egg, Coconut,
Lime, Coconut, 
Mango, Coconut, 
Peanut, Coconut
Pork, Coconut,
Shellfish, Coconut,
Smoked Fish, Coconut,
Strawberry, Coconut, 
White Chocolate, Coconut, 
Avocado, Mango,
Cardamom, Mango, 
Ginger, Mango, 
Mint, Mango, 
Rhubarb, Mango, 
White Fish, Mango,
Anise, Orange,
Apple, Orange, 
Apricot, Orange, 
Carrot, Orange, 
Cilantro, Orange,
Cinnamon, Orange,
Coffee, Orange
Fig, Orange, 
Ginger, Orange, 
Grapefruit, Orange, 
Juniper, Orange, 
Lime, Orange, 
Mango, Orange, 
Melon, Orange, 
Mint, Orange, 
Onion, Orange,
Peach, Orange, 
Rosemary, Orange, 
Thyme, Orange, 
Vanilla, Orange, 
Blue Cheese, Grapefruit,
Cinnamon, Grapefruit,
Juniper, Grapefruit, 
Pineapple, Grapefruit, 
Pork, Grapefruit,
Avocado, Lime,
Chicken, Lime,
Chocolate, Lime
Cilantro, Lime,
Ginger, Lime, 
Lemon, Lime, 
Mango, Lime, 
Oily Fish, Lime,
Peanut, Lime
Shellfish, Lime,
Watermelon, Lime, 
Almond, Lemon, 
Anchovy, Lemon,
Anise, Lemon,
Broccoli, Lemon,
Caper, Lemon,
Caviar, Lemon,
Chili, Lemon,
Coconut, Lemon, 
Coriander Seed, Lemon, 
Cumin, Lemon,
Egg, Lemon,
Globe Artichoke, Lemon,
Juniper, Lemon, 
Mint, Lemon, 
Oily Fish, Lemon,
Orange, Lemon, 
Oyster, Lemon,
Rose, Lemon, 
Shellfish, Lemon,
Smoked Fish, Lemon,
Tomato, Lemon, 
White Chocolate, Lemon, 
White Fish, Lemon,
Almond, Ginger, 
Apricot, Ginger, 
Clove, Ginger, 
Coffee, Ginger
Eggplant, Ginger,
Garlic, Ginger,
Lemon, Ginger, 
Melon, Ginger, 
Onion, Ginger,
Carrot, Cardamom, 
Chocolate, Cardamom
Coconut, Cardamom, 
Coffee, Cardamom
Ginger, Cardamom, 
Pear, Cardamom, 
Rose, Cardamom, 
Vanilla, Cardamom, 
White Chocolate, Cardamom, 
Almond, Rosemary, 
Anchovy, Rosemary,
Butternut Squash, Rosemary, 
Chestnut, Rosemary, 
Garlic, Rosemary,
Goat Cheese, Rosemary,
Grape, Rosemary, 
Hazelnut, Rosemary, 
Lemon, Rosemary, 
Olive, Rosemary,
Pea, Rosemary,
Potato, Rosemary,
Anchovy, Sage,
Blue Cheese, Sage,
Chicken, Sage,
Hard Cheese, Sage,
Juniper, Sage, 
Onion, Sage,
Pineapple, Sage, 
Beef, Juniper,
Black Currant, Juniper, 
Prosciutto, Juniper,
Rhubarb, Juniper, 
Bacon, Thyme,
Chicken, Thyme,
Cinnamon, Thyme,
Garlic, Thyme,
Lemon, Thyme, 
Mushroom, Thyme,
Oily Fish, Thyme,
White Fish, Thyme,
Anise, Mint,
Asparagus, Mint,
Avocado, Mint,
Basil, Mint,
Black Pudding, Mint,
Chili, Mint,
Cinnamon, Mint,
Cucumber, Mint,
Cumin, Mint,
Dill, Mint,
Fig, Mint, 
Ginger, Mint, 
Globe Artichoke, Mint,
Goat Cheese, Mint,
Lamb, Mint,
Lime, Mint, 
Melon, Mint, 
Mushroom, Mint,
Oily Fish, Mint,
Onion, Mint,
Parsley, Mint,
Raspberry, Mint, 
Strawberry, Mint, 
Chocolate, Black Currant
Coffee, Black Currant
Mint, Black Currant, 
Soft Cheese, Black Currant,
Almond, Blackberry, 
Apple, Blackberry, 
Goat Cheese, Blackberry,
Peach, Blackberry, 
Vanilla, Blackberry, 
Blackberry, Raspberry, 
Chocolate, Raspberry
Coconut, Raspberry, 
Goat Cheese, Raspberry,
Strawberry, Raspberry, 
Vanilla, Raspberry, 
Blue Cheese, Fig,
Cinnamon, Fig,
Hard Cheese, Fig,
Hazelnut, Fig, 
Prosciutto, Fig,
Raspberry, Fig, 
Soft Cheese, Fig,
Almond, Rose, 
Apricot, Rose, 
Chicken, Rose,
Coffee, Rose
Cucumber, Rose,
Melon, Rose, 
Orange, Rose, 
Almond, Blueberry, 
Apple, Blueberry, 
Coriander Seed, Blueberry, 
Lemon, Blueberry, 
Peach, Blueberry, 
Cardamom, Coriander Seed, 
Cumin, Coriander Seed,
Olive, Coriander Seed,
Orange, Coriander Seed, 
Anise, Vanilla,
Apricot, Vanilla, 
Banana, Vanilla, 
Blueberry, Vanilla, 
Cherry, Vanilla, 
Chestnut, Vanilla, 
Coconut, Vanilla, 
Egg, Vanilla,
Fig, Vanilla, 
Ginger, Vanilla, 
Hazelnut, Vanilla, 
Peach, Vanilla, 
Peanut, Vanilla
Pineapple, Vanilla, 
Rhubarb, Vanilla, 
Strawberry, Vanilla, 
Walnut, Vanilla, 
Blackberry, White Chocolate, 
Caviar, White Chocolate,
Olive, White Chocolate,
Raspberry, White Chocolate, 
Strawberry, White Chocolate, 
